SITEID,TITLE,lng,lat,Unnamed: 4,接待未成年人,接待未成年人数,身份信息套用,非法信息套用次数
50010310000132,新华****网吧),106.578215,29.563706,,0,0,0,0
50010310000133,渝中****先网吧,106.556789,29.554662,,0,0,0,0
50010310000134,渝中****迪网吧,106.567203,29.561509,,0,0,0,0
50010910000104,重庆****星网吧,106.47736,29.757289,,0,0,1,2
50010910000105,重庆****曾网吧,106.455585,29.689098,,0,0,0,0
50010910000106,重庆****卡网吧,106.430692,29.838307,,0,0,0,0
50010910000107,重庆****发网吧,106.468716,29.73527,,0,0,0,0
50010910000108,北碚****平网吧,106.447223,29.8284,,0,0,0,0
50010910000109,重庆****顺网吧,106.441105,29.835415,,0,0,0,0
50010910000110,北碚****天网吧,106.440823,29.81583,,0,0,0,0
50010910000111,北碚****湖网吧,106.50876,29.878259,,0,0,0,0
50010910000112,重庆****兴网吧,106.375851,29.770711,,0,0,0,0
50010910000113,重庆****豪网吧,106.410495,29.805705,,0,0,0,0
50010910000114,重庆****龙网吧,106.441125,29.835195,,0,0,0,0
50010910000115,重庆****和网吧,106.441226,29.834315,,0,0,0,0
50010910000116,重庆****煦网吧,106.440121,29.830551,,0,0,1,2
50010910000117,金燕****经营）,106.392288,29.877312,,0,0,0,0
50010910000119,重庆****网吧）,106.444067,29.830596,,0,0,0,0
50010910000120,北碚****燕网吧,106.441492,29.817871,,0,0,0,0
50010910000121,重庆****霞网吧,106.446743,29.827013,,0,0,0,0
50010910000122,重庆****园网吧,106.443106,29.832473,,0,0,0,0
50010910000123,北碚****阻网吧,106.661552,30.007731,,0,0,0,0
50010910000124,北碚****邓网吧,106.441105,29.835435,,0,0,0,0
50010910000125,重庆****驰网吧,106.413977,29.808032,,0,0,0,0
50010910000126,重庆****驰网吧,106.444666,29.830897,,0,0,1,2
50010910000127,重庆****成网吧,106.481223,29.739097,,0,0,0,0
50010910000129,北碚****网吧）,106.431064,29.838307,,0,0,1,1
50010910000130,北碚****潮网吧,106.428364,29.819548,,0,0,1,3
50010910000131,重庆****庭网吧,106.440529,29.837959,,0,0,0,0
50010910000133,北碚****网吧）,106.431645,29.83902,,0,0,0,0
50010910000135,重庆****希网吧,106.505957,29.788426,,0,0,0,0
50010910000136,重庆****益网吧,106.44178,29.82074,,0,0,1,1
50010910000137,重庆****达网吧,106.431004,29.838311,,0,0,0,0
50010910000138,重庆****聪网吧,106.48341,29.791253,,0,0,0,0
50010910000140,重庆****伦网吧,106.500882,29.750591,,0,0,0,0
50010910000143,重庆****草网吧,106.449627,29.830614,,0,0,0,0
50010910000144,天磊****经营）,106.505144,29.868727,,0,0,0,0
50010910000146,重庆****鸿网吧,106.379178,29.771286,,0,0,0,0
50010910000147,后丰****经营）,106.509101,29.877891,,0,0,0,0
50010910000148,北碚****桥网吧,106.508537,29.788827,,0,0,0,0
50010910000149,重庆****宏网吧,106.444247,29.831097,,0,0,1,3
50010910000150,北碚****－下）,106.429487,29.822562,,0,0,0,0
50010910000151,重庆****子网吧,106.559806,29.776433,,0,0,0,0
50010910000152,北碚****达网吧,106.42925,29.821865,,0,0,1,2
50010910000154,重庆****花园店,106.520342,29.866596,,0,0,0,0
50010910000155,重庆****卡网吧,106.378643,29.77189,,0,0,0,0
50010910000156,重庆****润网吧,106.409203,29.807377,,0,0,0,0
50010910000157,北碚****炬网吧,106.395765,29.759152,,0,0,0,0
50010910000158,重庆****图网吧,106.429169,29.821679,,0,0,0,0
50010910000159,重庆****浪网吧,106.430898,29.838319,,0,0,0,0
50010910000160,北碚****子网吧,106.670929,30.030376,,0,0,0,0
50010910000161,重庆****网吧）,106.446184,29.82809,,0,0,0,0
50010910000162,重庆****前网吧,106.471149,29.74547,,0,0,0,0
50010910000164,重庆****图网吧,106.568118,29.81962,,0,0,0,0
50010910000165,透视****限公司,106.446353,29.834107,,0,0,0,0
50010910000166,重庆****网咖）,106.3758,29.770212,,0,0,1,1
50010910000167,北碚****建网吧,106.45379,29.673413,,0,0,0,0
50010910000168,北碚****络会所,106.443728,29.829995,,0,0,0,0
50010910000169,三百****闲会所,106.441414,29.832713,,0,0,0,0
50010910000171,北碚****生网吧,106.428794,29.823167,,0,0,0,0
50010910000172,北碚****浪网吧,106.441173,29.834001,,0,0,0,0
50010910000174,重庆****花网吧,106.409833,29.820296,,0,0,0,0
50010910000175,北碚****核对）,106.508537,29.788827,,0,0,1,2
50010910000176,重庆****脸网吧,106.432804,29.825171,,0,0,1,1
50010910000177,重庆****畅网吧,106.39859,29.808577,,0,0,0,0
50010910000181,哈利****经营）,106.379142,29.768977,,0,0,0,0
50010910000182,重庆****兽网吧,,,,0,0,0,0
50010910000183,重庆****锐网吧,106.452456,29.67277,,0,0,0,0
50010910000184,北碚****天网吧,106.421202,29.863024,,0,0,0,0
50010910000185,重庆****前网吧,106.446472,29.827178,,0,0,0,0
50010910000186,北碚****会所）,106.429079,29.822747,,0,0,0,0
50010910002001,重庆****朝阳店,106.520342,29.866596,,0,0,0,0
50010910002002,重庆****放路店,106.443304,29.834103,,0,0,0,0
50010910002003,骑龙****龙网吧,106.378863,29.769404,,0,0,0,0
50010910002004,幻灵****灵网吧,106.442637,29.828045,,0,0,0,0
50010910002005,刘俊****俊网吧,106.480017,29.738176,,0,0,0,0
50010910002006,冲浪****浪网吧,106.520342,29.866596,,0,0,0,0
50010510000004,江北****网吧）,106.482355,29.59637,,1,33,0,0
50010510000006,江北****尼网吧,106.550019,29.57893,,0,0,0,0
50010510000007,江北****冲网吧,106.538907,29.586515,,1,26,1,1
50010510000008,江北****江网吧,106.543043,29.572691,,1,267,1,9
50010510000009,江北****会所）,106.534574,29.590706,,1,193,0,0
50010510000010,江北****会所）,106.49736,29.57521,,1,775,0,0
50010510000011,江北****会所）,106.713615,29.619318,,0,0,0,0
50010510000013,江北****阁网吧,106.547889,29.577372,,0,0,0,0
50010510000014,江北****海网吧,106.568086,29.580039,,1,38,0,0
50010510000015,江北****喜网吧,106.561323,29.58642,,0,0,0,0
50010510000016,江北****科网吧,106.639959,29.61683,,0,0,0,0
50010510000017,江北****竹网吧,106.533201,29.583205,,1,455,0,0
50010510000018,江北****会所）,106.496136,29.57478,,0,0,0,0
50010510000019,江北****典网吧,106.548779,29.584013,,0,0,0,0
50010510000020,江北****韬网吧,106.552049,29.662558,,1,27,0,0
50010510000021,江北****会所),106.482355,29.59637,,0,0,0,0
50010510000022,江北****鱼网吧,106.763003,29.622368,,0,0,0,0
50010510000023,江北****苑网吧,106.494171,29.585646,,1,33,0,0
50010510000024,江北****月网吧,106.767665,29.628813,,0,0,0,0
50010510000025,江北****海网吧,106.488624,29.593033,,1,74,0,0
50010510000026,江北****本网吧,106.564265,29.586312,,1,383,1,1
50010510000027,江北****江网吧,106.510291,29.581628,,0,0,0,0
50010510000028,江北****格网吧,106.537811,29.578624,,0,0,0,0
50010510000029,江北****事网吧,106.536672,29.582994,,0,0,1,12
50010510000030,江北****眼网吧,106.545267,29.579714,,1,24,0,0
50010510000031,江北****会所）,106.531673,29.575042,,0,0,0,0
50010510000032,江北****度网吧,106.545297,29.579414,,1,637,0,0
50010510000033,江北****网城）,106.534461,29.58742,,0,0,0,0
50010510000034,江北****溪网吧,106.587072,29.627076,,1,11,0,0
50010510000035,江北****电网吧,106.474429,29.590811,,1,158,1,41
50010510000036,江北****会所）,106.541744,29.578279,,0,0,0,0
50010510000037,江北****吉网吧,106.543482,29.571278,,1,335,0,0
50010510000038,江北****捷网吧,106.652931,29.603546,,1,59,0,0
50010910000034,重庆****由网吧,106.442637,29.828045,,0,0,0,0
50010910000035,北碚****贝网吧,106.455563,29.839408,,0,0,0,0
50010910000036,重庆****虫网吧,106.392288,29.877312,,0,0,1,1
50010910000037,重庆****空网吧,106.576224,29.899716,,0,0,0,0
50010910000038,重庆****妹网吧,106.442947,29.830823,,0,0,1,1
50010910000039,北碚****核对）,106.457681,29.68891,,0,0,0,0
50010910000040,金德****经营）,106.37648,29.768555,,0,0,0,0
50010910000041,重庆****口网吧,106.372552,29.757411,,0,0,0,0
50010910000042,重庆****龙网吧,106.450729,29.82996,,0,0,0,0
50010910000043,北碚****薇网吧,106.589848,29.561204,,0,0,0,0
50010910000044,重庆****潮网吧,106.502552,29.734802,,0,0,1,2
50010910000045,北碚****网吧）,106.429873,29.82251,,0,0,0,0
50010910000046,重庆****览网吧,106.509101,29.877891,,0,0,0,0
50010910000047,重庆****满网吧,106.632817,29.89899,,0,0,0,0
50010910000048,北碚****迪网吧,106.443978,29.829336,,0,0,0,0
50010910000049,重庆****中网吧,106.441196,29.834585,,0,0,0,0
50010910000050,重庆****嘉网吧,106.670929,30.030376,,0,0,0,0
50010910000052,重庆****源网吧,106.42835,29.819517,,0,0,0,0
50010910000053,东梅****经营）,106.448526,29.831696,,0,0,0,0
50010910000054,重庆****静网吧,106.572192,29.897784,,0,0,0,0
50010910000055,重庆****语网吧,106.508537,29.788827,,0,0,0,0
50010910000056,重庆****乐网吧,106.448394,29.823838,,0,0,0,0
50010910000057,重庆****久网吧,106.360636,29.751698,,0,0,0,0
50010910000058,重庆****事网吧,106.44292,29.831001,,0,0,0,0
50010910000062,重庆****恋网吧,106.42906,29.820927,,0,0,1,4
50010910000063,重庆****龙网吧,106.440656,29.815665,,0,0,1,2
50010910000064,重庆****度网吧,106.413759,29.806278,,0,0,0,0
50010910000065,重庆****新网吧,106.443925,29.826227,,0,0,1,1
50010910000066,洪涛****经营）,106.480258,29.738172,,0,0,0,0
50010910000067,重庆****品网吧,106.430452,29.838354,,0,0,1,2
50010910000068,重庆****建网吧,106.410182,29.81418,,0,0,0,0
50010910000070,北碚****果网吧,106.444835,29.835802,,0,0,0,0
50010910000071,重庆****韵网吧,106.508537,29.788827,,0,0,1,1
50010910000072,北碚****吧（）,106.441206,29.834145,,0,0,0,0
50010910000073,北碚****点网吧,106.446225,29.832348,,0,0,0,0
50010910000074,重庆****街网吧,106.441196,29.834535,,0,0,0,0
50010910000075,北碚****核对）,106.441145,29.835095,,0,0,0,0
50010910000076,红果****果网吧,106.375851,29.770711,,0,0,0,0
50010910000077,鸿运****经营）,106.392288,29.877312,,0,0,0,0
50010910000078,北碚****侣网吧,106.409345,29.812701,,0,0,0,0
50010910000079,重庆****浪网吧,106.441206,29.834145,,0,0,0,0
50010910000080,重庆****涛网吧,106.480218,29.737903,,0,0,0,0
50010910000081,重庆****城网吧,106.522895,29.819772,,0,0,0,0
50010910000082,重庆****兴网吧,106.508537,29.788827,,0,0,0,0
50010910000083,重庆****族网吧,106.470484,29.734228,,0,0,0,0
50010910000084,重庆****琴网吧,106.430698,29.838364,,0,0,0,0
50010910000085,重庆****间网吧,106.440361,29.837534,,0,0,0,0
50010910000086,北碚****缘网吧,106.481982,29.736991,,0,0,0,0
50010910000087,重庆****平网吧,106.398786,29.809628,,0,0,0,0
50010910000088,佳人****人网吧,106.432454,29.836235,,0,0,0,0
50010910000089,北碚****核对）,106.401918,29.806803,,0,0,0,0
50010910000090,北碚****金网吧,106.432738,29.824723,,0,0,0,0
50010910000091,北碚****核对）,106.441393,29.827238,,0,0,0,0
50010910000092,北碚****宝网吧,106.438433,29.809116,,0,0,0,0
50010910000094,北碚****网吧）,106.445803,29.833867,,0,0,0,0
50010910000095,北碚****泉网吧,106.461984,29.836079,,0,0,0,0
50010910000096,重庆****浩网吧,106.410495,29.805705,,0,0,0,0
50010910000097,重庆****驿网吧,106.439903,29.819343,,0,0,0,0
50010910000098,重庆****泰网吧,106.383755,29.785899,,0,0,0,0
50010910000100,重庆****源网吧,106.611351,29.958383,,0,0,0,0
50010910000101,重庆****惯网吧,106.428517,29.819674,,0,0,0,0
50010910000102,重庆****海网吧,106.430171,29.822154,,0,0,0,0
50010910000103,重庆****利网吧,106.574933,29.901352,,0,0,0,0
50010710000281,重庆****程网吧,106.320355,29.525043,,0,0,0,0
50010710000282,九龙****族网吧,106.451019,29.461671,,0,0,0,0
50010710000283,重庆****城网吧,106.386778,29.513828,,0,0,0,0
50010710000284,九龙****络会所,106.33919,29.314646,,0,0,0,0
50010710000285,重庆****悦网吧,106.47984,29.50878,,0,0,0,0
50010710000286,九龙****情深）,106.338876,29.304558,,0,0,0,0
50010710000287,九龙****讯网吧,106.357085,29.333274,,0,0,0,0
50010710001001,（加****丰网吧,106.380329,29.509753,,0,0,0,0
50010710001002,（加****天网吧,106.517708,29.519552,,0,0,0,0
50010710001003,（加****地网吧,,,,0,0,0,0
50010710001004,（加****功网吧,,,,0,0,0,0
50010710001005,（加****龙网吧,106.544684,29.4908,,0,0,0,0
50010810000001,南岸****洞网吧,106.574815,29.530606,,0,0,1,2
50010810000002,南岸****蛛网吧,106.644778,29.502854,,0,0,0,0
50010810000003,南岸****网吧）,106.587115,29.511136,,0,0,0,0
50010810000005,南岸****网网吧,106.601894,29.556657,,0,0,0,0
50010810000006,南岸****束网吧,106.581341,29.517218,,0,0,0,0
50010810000007,南岸****属网吧,106.59714,29.589038,,0,0,1,1
50010810000008,南岸****林网吧,106.670696,29.510214,,0,0,0,0
50010810000009,南岸****耕网吧,106.581537,29.519466,,0,0,0,0
50010810000010,南岸****浪网吧,106.579565,29.507162,,0,0,0,0
50010810000011,南岸****展网吧,106.570491,29.534435,,0,0,0,0
50010810000012,南岸****珑网吧,106.679655,29.564075,,0,0,0,0
50010810000040,重庆****桥网吧,106.67295,29.51255,,0,0,0,0
50010810000041,南岸****威夷）,106.608987,29.605391,,0,0,0,0
50010810000042,南岸****连网吧,106.556413,29.526107,,0,0,0,0
50010810000043,南岸****狐网吧,106.564497,29.532705,,0,0,0,0
50010810000044,南岸****诚网吧,106.6555,29.482309,,0,0,0,0
50010810000045,南岸****网吧）,106.610219,29.538749,,0,0,0,0
50010810000046,南岸****生网吧,106.675372,29.510474,,0,0,0,0
50010810000047,南岸****亮网吧,106.556294,29.526676,,0,0,1,3
50010810000048,南岸****网吧）,106.61007,29.539026,,0,0,0,0
50010810000049,南岸****辉网吧,106.572512,29.529902,,0,0,0,0
50010810000050,南岸****网网吧,106.597781,29.587322,,0,0,0,0
50010810000051,南岸****客网吧,106.598397,29.587488,,0,0,0,0
50010810000052,重庆****任公司,106.581708,29.521046,,0,0,1,1
50010810000053,南岸****路网吧,106.577191,29.531792,,0,0,0,0
50010810000055,南岸****荷网吧,106.575808,29.530528,,0,0,0,0
50010810000056,南岸****栈网吧,106.587115,29.511136,,0,0,1,2
50010810000057,南岸****乐网吧,106.573339,29.518187,,0,0,0,0
50010810000058,南岸****色网吧,106.607834,29.584046,,0,0,0,0
50010810000059,南岸****网网吧,106.60623,29.583889,,0,0,0,0
50010810000060,南岸****网吧 ,106.556294,29.526676,,0,0,1,1
50010810000061,南岸****速网吧,106.567653,29.527459,,0,0,0,0
50010810000062,南岸****恋网吧,106.57254,29.530635,,0,0,0,0
50010810000063,南岸****影网吧,106.575835,29.529493,,0,0,0,0
50010810000064,南岸****立网吧,106.574919,29.535221,,0,0,0,0
50010810000065,南岸****旗网吧,106.581839,29.537434,,0,0,0,0
50010810000066,南岸****成网吧,106.564201,29.530528,,0,0,0,0
50010810000067,南岸****怡网吧,106.619577,29.59132,,0,0,0,0
50010810000068,南岸****量网吧,106.609073,29.60761,,0,0,0,0
50010810000069,南岸****网吧）,106.585165,29.543042,,0,0,1,5
50010810000070,南岸****网吧）,106.601743,29.553189,,0,0,1,1
50010810000071,南岸****点网吧,106.581188,29.501284,,0,0,0,0
50010810000072,南岸****骏网吧,106.573597,29.53572,,0,0,1,3
50010810000074,南岸****网吧 ,106.58029,29.511315,,0,0,0,0
50010810000075,南岸****取缔）,106.574922,29.538492,,0,0,0,0
50010810000076,南岸****浪网吧,106.574773,29.529781,,0,0,0,0
50010810000077,南岸****园网吧,106.581188,29.501284,,0,0,0,0
50010810000078,知了****取缔）,106.574836,29.538287,,0,0,0,0
50010810000079,南岸****鸟网吧,106.601296,29.553887,,0,0,0,0
50010810000081,南岸****爱网吧,106.579257,29.511756,,0,0,0,0
50010710000066,重庆****功网吧,106.549765,29.495752,,0,0,0,0
50010710000068,重庆****阁网吧,106.508805,29.522412,,0,0,0,0
50010710000070,重庆****鑫网吧,106.508144,29.52144,,0,0,0,0
50010710000071,九龙****了网吧,106.526819,29.531676,,0,0,0,0
50010710000072,重庆****柯网吧,106.361359,29.425805,,0,0,0,0
50010710000074,重庆****标网吧,106.36284,29.499851,,0,0,1,1
50010710000075,九龙****星网吧,,,,0,0,0,0
50010710000076,九龙****玛网吧,106.525567,29.537758,,0,0,1,15
50010710000078,重庆****馨网吧,106.498131,29.512771,,0,0,0,0
50010710000079,九龙****网吧),106.520342,29.509816,,0,0,0,0
50010710000080,亚联****月网吧,106.495322,29.513101,,0,0,1,2
50010710000083,重庆****宇网吧,106.548927,29.497039,,0,0,1,1
50010710000084,重庆****美网吧,106.452305,29.502131,,0,0,1,9
50010710000085,重庆****淇网吧,106.516539,29.517971,,0,0,0,0
50010710000086,重庆****门网吧,106.294294,29.462204,,0,0,0,0
50010710000087,重庆****拉网吧,106.45868,29.476013,,0,0,0,0
50010710000088,九龙****技公司,106.534358,29.513451,,0,0,0,0
50010710000089,九龙****火网吧,106.523333,29.527181,,0,0,0,0
50010710000090,重庆****返网吧,106.479966,29.507913,,0,0,1,14
50010710000091,九龙****文网吧,106.452422,29.452438,,0,0,0,0
50010710000093,重庆****马网吧,106.37408,29.525247,,0,0,1,2
50010710000097,九龙****网吧）,106.392426,29.299342,,0,0,0,0
50010710000098,重庆****兰网吧,106.332994,29.426535,,0,0,0,0
50010710000099,重庆****松网吧,106.392398,29.302119,,0,0,0,0
50010710000102,九龙****间网吧,106.513116,29.504434,,0,0,0,0
50010710000103,重庆****都网吧,106.371596,29.528703,,0,0,1,3
50010710000105,重庆****停业）,106.377052,29.494792,,0,0,0,0
50010710000106,重庆****上网吧,106.376708,29.496067,,0,0,0,0
50010710000107,重庆****和网吧,106.449095,29.504581,,0,0,1,2
50010710000108,重庆****兰网吧,106.378409,29.524129,,0,0,1,4
50010710000109,重庆****远网吧,106.376708,29.496067,,0,0,0,0
50010710000110,重庆****香网吧,106.458009,29.47892,,0,0,0,0
50010710000111,九龙****驰网吧,106.51705,29.519656,,0,0,0,0
50010710000112,九龙****会所),,,,0,0,0,0
50010710000113,重庆****名网吧,106.511142,29.520944,,0,0,1,39
50010710000114,重庆****恒网吧,106.492891,29.499465,,0,0,0,0
50010710000115,重庆****号网吧,106.370595,29.434566,,0,0,0,0
50010710000116,九龙****果网吧,106.439509,29.466708,,0,0,1,2
50010710000117,九龙****线网吧,106.521175,29.515416,,0,0,0,0
50010710000118,九龙****兴网吧,106.34022,29.304444,,0,0,0,0
